,state-county,Date,ML,state,county
0,Alabama-Baldwin,2020-04-07,0.0,Alabama,Baldwin
1,Alabama-Baldwin,2020-04-08,2.28,Alabama,Baldwin
2,Alabama-Baldwin,2020-04-09,1.61,Alabama,Baldwin
3,Alabama-Baldwin,2020-04-10,1.4,Alabama,Baldwin
4,Alabama-Baldwin,2020-04-11,1.3,Alabama,Baldwin
5,Alabama-Baldwin,2020-04-12,1.24,Alabama,Baldwin
6,Alabama-Baldwin,2020-04-13,1.2,Alabama,Baldwin
7,Alabama-Baldwin,2020-04-14,1.33,Alabama,Baldwin
8,Alabama-Baldwin,2020-04-15,1.29,Alabama,Baldwin
9,Alabama-Baldwin,2020-04-16,1.12,Alabama,Baldwin
10,Alabama-Baldwin,2020-04-17,1.11,Alabama,Baldwin
11,Alabama-Baldwin,2020-04-18,1.0,Alabama,Baldwin
12,Alabama-Baldwin,2020-04-19,1.0,Alabama,Baldwin
13,Alabama-Baldwin,2020-04-20,1.09,Alabama,Baldwin
14,Alabama-Baldwin,2020-04-21,1.17,Alabama,Baldwin
15,Alabama-Baldwin,2020-04-22,1.15,Alabama,Baldwin
16,Alabama-Baldwin,2020-04-23,1.14,Alabama,Baldwin
17,Alabama-Baldwin,2020-04-24,1.13,Alabama,Baldwin
18,Alabama-Baldwin,2020-04-25,1.12,Alabama,Baldwin
19,Alabama-Baldwin,2020-04-26,1.06,Alabama,Baldwin
20,Alabama-Baldwin,2020-04-27,0.99,Alabama,Baldwin
21,Alabama-Baldwin,2020-04-28,0.99,Alabama,Baldwin
22,Alabama-Baldwin,2020-04-29,0.94,Alabama,Baldwin
23,Alabama-Baldwin,2020-04-30,0.8300000000000001,Alabama,Baldwin
24,Alabama-Butler,2020-04-26,0.0,Alabama,Butler
25,Alabama-Butler,2020-04-27,2.28,Alabama,Butler
26,Alabama-Butler,2020-04-28,1.61,Alabama,Butler
27,Alabama-Butler,2020-04-29,1.4,Alabama,Butler
28,Alabama-Butler,2020-04-30,1.0,Alabama,Butler
29,Alabama-Calhoun,2020-04-05,0.0,Alabama,Calhoun
30,Alabama-Calhoun,2020-04-06,2.28,Alabama,Calhoun
31,Alabama-Calhoun,2020-04-07,1.61,Alabama,Calhoun
32,Alabama-Calhoun,2020-04-08,1.4,Alabama,Calhoun
33,Alabama-Calhoun,2020-04-09,1.0,Alabama,Calhoun
34,Alabama-Calhoun,2020-04-10,0.11,Alabama,Calhoun
35,Alabama-Calhoun,2020-04-11,0.12,Alabama,Calhoun
36,Alabama-Calhoun,2020-04-12,0.11,Alabama,Calhoun
37,Alabama-Calhoun,2020-04-13,0.11,Alabama,Calhoun
38,Alabama-Calhoun,2020-04-14,0.12,Alabama,Calhoun
39,Alabama-Calhoun,2020-04-15,0.12,Alabama,Calhoun
40,Alabama-Calhoun,2020-04-16,0.12,Alabama,Calhoun
41,Alabama-Calhoun,2020-04-17,0.14,Alabama,Calhoun
42,Alabama-Calhoun,2020-04-18,0.66,Alabama,Calhoun
43,Alabama-Calhoun,2020-04-19,0.85,Alabama,Calhoun
44,Alabama-Calhoun,2020-04-20,0.86,Alabama,Calhoun
45,Alabama-Calhoun,2020-04-21,0.87,Alabama,Calhoun
46,Alabama-Calhoun,2020-04-22,0.75,Alabama,Calhoun
47,Alabama-Calhoun,2020-04-23,0.63,Alabama,Calhoun
48,Alabama-Calhoun,2020-04-24,0.45,Alabama,Calhoun
49,Alabama-Calhoun,2020-04-25,0.46,Alabama,Calhoun
50,Alabama-Calhoun,2020-04-26,0.47,Alabama,Calhoun
51,Alabama-Calhoun,2020-04-27,0.49,Alabama,Calhoun
52,Alabama-Calhoun,2020-04-28,0.5,Alabama,Calhoun
53,Alabama-Calhoun,2020-04-29,0.51,Alabama,Calhoun
54,Alabama-Calhoun,2020-04-30,0.51,Alabama,Calhoun
55,Alabama-Chambers,2020-03-28,0.0,Alabama,Chambers
56,Alabama-Chambers,2020-03-29,0.08,Alabama,Chambers
57,Alabama-Chambers,2020-03-30,2.28,Alabama,Chambers
58,Alabama-Chambers,2020-03-31,2.48,Alabama,Chambers
59,Alabama-Chambers,2020-04-01,2.23,Alabama,Chambers
60,Alabama-Chambers,2020-04-02,2.08,Alabama,Chambers
61,Alabama-Chambers,2020-04-03,1.84,Alabama,Chambers
62,Alabama-Chambers,2020-04-04,1.46,Alabama,Chambers
63,Alabama-Chambers,2020-04-05,1.3,Alabama,Chambers
64,Alabama-Chambers,2020-04-06,1.36,Alabama,Chambers
65,Alabama-Chambers,2020-04-07,1.48,Alabama,Chambers
66,Alabama-Chambers,2020-04-08,1.7,Alabama,Chambers
67,Alabama-Chambers,2020-04-09,1.78,Alabama,Chambers
68,Alabama-Chambers,2020-04-10,1.73,Alabama,Chambers
69,Alabama-Chambers,2020-04-11,1.55,Alabama,Chambers
70,Alabama-Chambers,2020-04-12,1.41,Alabama,Chambers
71,Alabama-Chambers,2020-04-13,1.22,Alabama,Chambers
72,Alabama-Chambers,2020-04-14,1.13,Alabama,Chambers
73,Alabama-Chambers,2020-04-15,1.09,Alabama,Chambers
74,Alabama-Chambers,2020-04-16,1.01,Alabama,Chambers
75,Alabama-Chambers,2020-04-17,1.01,Alabama,Chambers
76,Alabama-Chambers,2020-04-18,1.01,Alabama,Chambers
77,Alabama-Chambers,2020-04-19,1.05,Alabama,Chambers
78,Alabama-Chambers,2020-04-20,1.04,Alabama,Chambers
79,Alabama-Chambers,2020-04-21,1.04,Alabama,Chambers
80,Alabama-Chambers,2020-04-22,1.04,Alabama,Chambers
81,Alabama-Chambers,2020-04-23,1.01,Alabama,Chambers
82,Alabama-Chambers,2020-04-24,0.98,Alabama,Chambers
83,Alabama-Chambers,2020-04-25,0.95,Alabama,Chambers
84,Alabama-Chambers,2020-04-26,0.92,Alabama,Chambers
85,Alabama-Chambers,2020-04-27,0.92,Alabama,Chambers
86,Alabama-Chambers,2020-04-28,0.89,Alabama,Chambers
87,Alabama-Chambers,2020-04-29,0.89,Alabama,Chambers
88,Alabama-Chambers,2020-04-30,0.89,Alabama,Chambers
89,Alabama-Coffee,2020-04-20,0.0,Alabama,Coffee
90,Alabama-Coffee,2020-04-21,0.08,Alabama,Coffee
91,Alabama-Coffee,2020-04-22,0.09,Alabama,Coffee
92,Alabama-Coffee,2020-04-23,1.0,Alabama,Coffee
93,Alabama-Coffee,2020-04-24,1.0,Alabama,Coffee
94,Alabama-Coffee,2020-04-25,1.0,Alabama,Coffee
95,Alabama-Coffee,2020-04-26,1.0,Alabama,Coffee
96,Alabama-Coffee,2020-04-27,1.0,Alabama,Coffee
97,Alabama-Coffee,2020-04-28,0.8200000000000001,Alabama,Coffee
98,Alabama-Coffee,2020-04-29,0.84,Alabama,Coffee
99,Alabama-Coffee,2020-04-30,0.85,Alabama,Coffee
100,Alabama-Etowah,2020-04-03,0.0,Alabama,Etowah
101,Alabama-Etowah,2020-04-04,2.28,Alabama,Etowah
102,Alabama-Etowah,2020-04-05,1.61,Alabama,Etowah
103,Alabama-Etowah,2020-04-06,1.0,Alabama,Etowah
104,Alabama-Etowah,2020-04-07,1.0,Alabama,Etowah
105,Alabama-Etowah,2020-04-08,1.25,Alabama,Etowah
106,Alabama-Etowah,2020-04-09,1.21,Alabama,Etowah
107,Alabama-Etowah,2020-04-10,1.35,Alabama,Etowah
108,Alabama-Etowah,2020-04-11,1.15,Alabama,Etowah
109,Alabama-Etowah,2020-04-12,1.0,Alabama,Etowah
110,Alabama-Etowah,2020-04-13,0.87,Alabama,Etowah
111,Alabama-Etowah,2020-04-14,0.76,Alabama,Etowah
112,Alabama-Etowah,2020-04-15,0.77,Alabama,Etowah
113,Alabama-Etowah,2020-04-16,0.78,Alabama,Etowah
114,Alabama-Etowah,2020-04-17,0.9,Alabama,Etowah
115,Alabama-Etowah,2020-04-18,0.9,Alabama,Etowah
116,Alabama-Etowah,2020-04-19,1.0,Alabama,Etowah
117,Alabama-Etowah,2020-04-20,1.0,Alabama,Etowah
118,Alabama-Etowah,2020-04-21,1.0,Alabama,Etowah
119,Alabama-Etowah,2020-04-22,1.0,Alabama,Etowah
120,Alabama-Etowah,2020-04-23,0.93,Alabama,Etowah
121,Alabama-Etowah,2020-04-24,0.86,Alabama,Etowah
122,Alabama-Etowah,2020-04-25,0.79,Alabama,Etowah
123,Alabama-Etowah,2020-04-26,0.86,Alabama,Etowah
124,Alabama-Etowah,2020-04-27,0.87,Alabama,Etowah
125,Alabama-Etowah,2020-04-28,0.94,Alabama,Etowah
126,Alabama-Etowah,2020-04-29,0.94,Alabama,Etowah
127,Alabama-Etowah,2020-04-30,0.94,Alabama,Etowah
128,Alabama-Franklin,2020-04-29,0.0,Alabama,Franklin
129,Alabama-Franklin,2020-04-30,0.08,Alabama,Franklin
130,Alabama-Jefferson,2020-03-16,0.0,Alabama,Jefferson
131,Alabama-Jefferson,2020-03-17,3.36,Alabama,Jefferson
132,Alabama-Jefferson,2020-03-18,2.56,Alabama,Jefferson
133,Alabama-Jefferson,2020-03-19,2.28,Alabama,Jefferson
134,Alabama-Jefferson,2020-03-20,2.11,Alabama,Jefferson
135,Alabama-Jefferson,2020-03-21,2.0,Alabama,Jefferson
136,Alabama-Jefferson,2020-03-22,2.04,Alabama,Jefferson
137,Alabama-Jefferson,2020-03-23,2.13,Alabama,Jefferson
138,Alabama-Jefferson,2020-03-24,2.07,Alabama,Jefferson
139,Alabama-Jefferson,2020-03-25,2.07,Alabama,Jefferson
140,Alabama-Jefferson,2020-03-26,2.1,Alabama,Jefferson
141,Alabama-Jefferson,2020-03-27,1.96,Alabama,Jefferson
142,Alabama-Jefferson,2020-03-28,1.81,Alabama,Jefferson
143,Alabama-Jefferson,2020-03-29,1.64,Alabama,Jefferson
144,Alabama-Jefferson,2020-03-30,1.54,Alabama,Jefferson
145,Alabama-Jefferson,2020-03-31,1.49,Alabama,Jefferson
146,Alabama-Jefferson,2020-04-01,1.45,Alabama,Jefferson
147,Alabama-Jefferson,2020-04-02,1.46,Alabama,Jefferson
148,Alabama-Jefferson,2020-04-03,1.47,Alabama,Jefferson
149,Alabama-Jefferson,2020-04-04,1.45,Alabama,Jefferson
150,Alabama-Jefferson,2020-04-05,1.39,Alabama,Jefferson
151,Alabama-Jefferson,2020-04-06,1.36,Alabama,Jefferson
152,Alabama-Jefferson,2020-04-07,1.32,Alabama,Jefferson
153,Alabama-Jefferson,2020-04-08,1.32,Alabama,Jefferson
154,Alabama-Jefferson,2020-04-09,1.31,Alabama,Jefferson
155,Alabama-Jefferson,2020-04-10,1.29,Alabama,Jefferson
156,Alabama-Jefferson,2020-04-11,1.25,Alabama,Jefferson
157,Alabama-Jefferson,2020-04-12,1.17,Alabama,Jefferson
158,Alabama-Jefferson,2020-04-13,1.1,Alabama,Jefferson
159,Alabama-Jefferson,2020-04-14,1.04,Alabama,Jefferson
160,Alabama-Jefferson,2020-04-15,1.01,Alabama,Jefferson
161,Alabama-Jefferson,2020-04-16,1.02,Alabama,Jefferson
162,Alabama-Jefferson,2020-04-17,1.02,Alabama,Jefferson
163,Alabama-Jefferson,2020-04-18,1.03,Alabama,Jefferson
164,Alabama-Jefferson,2020-04-19,1.03,Alabama,Jefferson
165,Alabama-Jefferson,2020-04-20,1.07,Alabama,Jefferson
166,Alabama-Jefferson,2020-04-21,1.13,Alabama,Jefferson
167,Alabama-Jefferson,2020-04-22,1.15,Alabama,Jefferson
168,Alabama-Jefferson,2020-04-23,1.18,Alabama,Jefferson
169,Alabama-Jefferson,2020-04-24,1.16,Alabama,Jefferson
170,Alabama-Jefferson,2020-04-25,1.13,Alabama,Jefferson
171,Alabama-Jefferson,2020-04-26,1.08,Alabama,Jefferson
172,Alabama-Jefferson,2020-04-27,1.04,Alabama,Jefferson
173,Alabama-Jefferson,2020-04-28,1.04,Alabama,Jefferson
174,Alabama-Jefferson,2020-04-29,1.04,Alabama,Jefferson
175,Alabama-Jefferson,2020-04-30,1.0,Alabama,Jefferson
176,Alabama-Lee,2020-03-23,0.0,Alabama,Lee
177,Alabama-Lee,2020-03-24,2.28,Alabama,Lee
178,Alabama-Lee,2020-03-25,2.17,Alabama,Lee
179,Alabama-Lee,2020-03-26,1.74,Alabama,Lee
180,Alabama-Lee,2020-03-27,1.54,Alabama,Lee
181,Alabama-Lee,2020-03-28,1.21,Alabama,Lee
182,Alabama-Lee,2020-03-29,1.18,Alabama,Lee
183,Alabama-Lee,2020-03-30,1.31,Alabama,Lee
184,Alabama-Lee,2020-03-31,1.27,Alabama,Lee
185,Alabama-Lee,2020-04-01,1.24,Alabama,Lee
186,Alabama-Lee,2020-04-02,1.21,Alabama,Lee
187,Alabama-Lee,2020-04-03,1.09,Alabama,Lee
188,Alabama-Lee,2020-04-04,1.18,Alabama,Lee
189,Alabama-Lee,2020-04-05,1.24,Alabama,Lee
190,Alabama-Lee,2020-04-06,1.51,Alabama,Lee
191,Alabama-Lee,2020-04-07,1.71,Alabama,Lee
192,Alabama-Lee,2020-04-08,1.83,Alabama,Lee
193,Alabama-Lee,2020-04-09,1.76,Alabama,Lee
194,Alabama-Lee,2020-04-10,1.66,Alabama,Lee
195,Alabama-Lee,2020-04-11,1.48,Alabama,Lee
196,Alabama-Lee,2020-04-12,1.33,Alabama,Lee
197,Alabama-Lee,2020-04-13,1.24,Alabama,Lee
198,Alabama-Lee,2020-04-14,1.23,Alabama,Lee
199,Alabama-Lee,2020-04-15,1.21,Alabama,Lee
200,Alabama-Lee,2020-04-16,1.15,Alabama,Lee
201,Alabama-Lee,2020-04-17,1.08,Alabama,Lee
202,Alabama-Lee,2020-04-18,1.03,Alabama,Lee
203,Alabama-Lee,2020-04-19,1.02,Alabama,Lee
204,Alabama-Lee,2020-04-20,1.0,Alabama,Lee
205,Alabama-Lee,2020-04-21,1.02,Alabama,Lee
206,Alabama-Lee,2020-04-22,1.05,Alabama,Lee
207,Alabama-Lee,2020-04-23,1.07,Alabama,Lee
208,Alabama-Lee,2020-04-24,1.05,Alabama,Lee
209,Alabama-Lee,2020-04-25,1.04,Alabama,Lee
210,Alabama-Lee,2020-04-26,1.02,Alabama,Lee
211,Alabama-Lee,2020-04-27,1.04,Alabama,Lee
212,Alabama-Lee,2020-04-28,1.04,Alabama,Lee
213,Alabama-Lee,2020-04-29,1.04,Alabama,Lee
214,Alabama-Lee,2020-04-30,1.04,Alabama,Lee
215,Alabama-Lowndes,2020-04-28,0.0,Alabama,Lowndes
216,Alabama-Lowndes,2020-04-29,2.08,Alabama,Lowndes
217,Alabama-Lowndes,2020-04-30,1.52,Alabama,Lowndes
218,Alabama-Madison,2020-03-23,0.0,Alabama,Madison
219,Alabama-Madison,2020-03-24,2.28,Alabama,Madison
220,Alabama-Madison,2020-03-25,2.17,Alabama,Madison
221,Alabama-Madison,2020-03-26,2.4,Alabama,Madison
222,Alabama-Madison,2020-03-27,2.19,Alabama,Madison
223,Alabama-Madison,2020-03-28,2.05,Alabama,Madison
224,Alabama-Madison,2020-03-29,1.82,Alabama,Madison
225,Alabama-Madison,2020-03-30,1.68,Alabama,Madison
226,Alabama-Madison,2020-03-31,1.48,Alabama,Madison
227,Alabama-Madison,2020-04-01,1.34,Alabama,Madison
228,Alabama-Madison,2020-04-02,1.15,Alabama,Madison
229,Alabama-Madison,2020-04-03,1.14,Alabama,Madison
230,Alabama-Madison,2020-04-04,1.13,Alabama,Madison
231,Alabama-Madison,2020-04-05,1.12,Alabama,Madison
232,Alabama-Madison,2020-04-06,1.17,Alabama,Madison
233,Alabama-Madison,2020-04-07,1.16,Alabama,Madison
234,Alabama-Madison,2020-04-08,1.2,Alabama,Madison
235,Alabama-Madison,2020-04-09,1.19,Alabama,Madison
236,Alabama-Madison,2020-04-10,1.13,Alabama,Madison
237,Alabama-Madison,2020-04-11,1.03,Alabama,Madison
238,Alabama-Madison,2020-04-12,0.94,Alabama,Madison
239,Alabama-Madison,2020-04-13,0.9,Alabama,Madison
240,Alabama-Madison,2020-04-14,0.95,Alabama,Madison
241,Alabama-Madison,2020-04-15,0.9,Alabama,Madison
242,Alabama-Madison,2020-04-16,0.9,Alabama,Madison
243,Alabama-Madison,2020-04-17,0.86,Alabama,Madison
244,Alabama-Madison,2020-04-18,0.8200000000000001,Alabama,Madison
245,Alabama-Madison,2020-04-19,0.78,Alabama,Madison
246,Alabama-Madison,2020-04-20,0.78,Alabama,Madison
247,Alabama-Madison,2020-04-21,0.78,Alabama,Madison
248,Alabama-Madison,2020-04-22,,Alabama,Madison
249,Alabama-Madison,2020-04-23,,Alabama,Madison
250,Alabama-Madison,2020-04-24,,Alabama,Madison
251,Alabama-Madison,2020-04-25,,Alabama,Madison
252,Alabama-Madison,2020-04-26,,Alabama,Madison
253,Alabama-Madison,2020-04-27,,Alabama,Madison
254,Alabama-Madison,2020-04-28,,Alabama,Madison
255,Alabama-Madison,2020-04-29,,Alabama,Madison
256,Alabama-Madison,2020-04-30,,Alabama,Madison
257,Alabama-Marshall,2020-04-04,0.0,Alabama,Marshall
258,Alabama-Marshall,2020-04-05,2.28,Alabama,Marshall
259,Alabama-Marshall,2020-04-06,2.17,Alabama,Marshall
260,Alabama-Marshall,2020-04-07,2.08,Alabama,Marshall
261,Alabama-Marshall,2020-04-08,2.0,Alabama,Marshall
262,Alabama-Marshall,2020-04-09,2.11,Alabama,Marshall
263,Alabama-Marshall,2020-04-10,1.86,Alabama,Marshall
264,Alabama-Marshall,2020-04-11,1.7,Alabama,Marshall
265,Alabama-Marshall,2020-04-12,1.49,Alabama,Marshall
266,Alabama-Marshall,2020-04-13,1.17,Alabama,Marshall
267,Alabama-Marshall,2020-04-14,1.08,Alabama,Marshall
268,Alabama-Marshall,2020-04-15,1.07,Alabama,Marshall
269,Alabama-Marshall,2020-04-16,1.14,Alabama,Marshall
270,Alabama-Marshall,2020-04-17,1.26,Alabama,Marshall
271,Alabama-Marshall,2020-04-18,1.48,Alabama,Marshall
272,Alabama-Marshall,2020-04-19,1.64,Alabama,Marshall
273,Alabama-Marshall,2020-04-20,1.75,Alabama,Marshall
274,Alabama-Marshall,2020-04-21,1.78,Alabama,Marshall
275,Alabama-Marshall,2020-04-22,1.64,Alabama,Marshall
276,Alabama-Marshall,2020-04-23,1.54,Alabama,Marshall
277,Alabama-Marshall,2020-04-24,1.4,Alabama,Marshall
278,Alabama-Marshall,2020-04-25,1.26,Alabama,Marshall
279,Alabama-Marshall,2020-04-26,1.16,Alabama,Marshall
280,Alabama-Marshall,2020-04-27,1.1,Alabama,Marshall
281,Alabama-Marshall,2020-04-28,1.05,Alabama,Marshall
282,Alabama-Marshall,2020-04-29,0.99,Alabama,Marshall
283,Alabama-Marshall,2020-04-30,0.89,Alabama,Marshall
284,Alabama-Mobile,2020-03-26,0.0,Alabama,Mobile
285,Alabama-Mobile,2020-03-27,0.08,Alabama,Mobile
286,Alabama-Mobile,2020-03-28,1.56,Alabama,Mobile
287,Alabama-Mobile,2020-03-29,1.36,Alabama,Mobile
288,Alabama-Mobile,2020-03-30,1.26,Alabama,Mobile
289,Alabama-Mobile,2020-03-31,1.61,Alabama,Mobile
290,Alabama-Mobile,2020-04-01,1.79,Alabama,Mobile
291,Alabama-Mobile,2020-04-02,1.99,Alabama,Mobile
292,Alabama-Mobile,2020-04-03,1.97,Alabama,Mobile
293,Alabama-Mobile,2020-04-04,2.02,Alabama,Mobile
294,Alabama-Mobile,2020-04-05,2.14,Alabama,Mobile
295,Alabama-Mobile,2020-04-06,2.32,Alabama,Mobile
296,Alabama-Mobile,2020-04-07,2.33,Alabama,Mobile
297,Alabama-Mobile,2020-04-08,2.3000000000000003,Alabama,Mobile
298,Alabama-Mobile,2020-04-09,2.16,Alabama,Mobile
299,Alabama-Mobile,2020-04-10,1.95,Alabama,Mobile
300,Alabama-Mobile,2020-04-11,1.74,Alabama,Mobile
301,Alabama-Mobile,2020-04-12,1.58,Alabama,Mobile
302,Alabama-Mobile,2020-04-13,1.46,Alabama,Mobile
303,Alabama-Mobile,2020-04-14,1.39,Alabama,Mobile
304,Alabama-Mobile,2020-04-15,1.35,Alabama,Mobile
305,Alabama-Mobile,2020-04-16,1.3,Alabama,Mobile
306,Alabama-Mobile,2020-04-17,1.26,Alabama,Mobile
307,Alabama-Mobile,2020-04-18,1.21,Alabama,Mobile
308,Alabama-Mobile,2020-04-19,1.19,Alabama,Mobile
309,Alabama-Mobile,2020-04-20,1.21,Alabama,Mobile
310,Alabama-Mobile,2020-04-21,1.24,Alabama,Mobile
311,Alabama-Mobile,2020-04-22,1.25,Alabama,Mobile
312,Alabama-Mobile,2020-04-23,1.26,Alabama,Mobile
313,Alabama-Mobile,2020-04-24,1.24,Alabama,Mobile
314,Alabama-Mobile,2020-04-25,1.23,Alabama,Mobile
315,Alabama-Mobile,2020-04-26,1.23,Alabama,Mobile
316,Alabama-Mobile,2020-04-27,1.21,Alabama,Mobile
317,Alabama-Mobile,2020-04-28,1.21,Alabama,Mobile
318,Alabama-Mobile,2020-04-29,1.2,Alabama,Mobile
319,Alabama-Mobile,2020-04-30,1.15,Alabama,Mobile
320,Alabama-Montgomery,2020-03-31,0.0,Alabama,Montgomery
321,Alabama-Montgomery,2020-04-01,2.08,Alabama,Montgomery
322,Alabama-Montgomery,2020-04-02,2.0,Alabama,Montgomery
323,Alabama-Montgomery,2020-04-03,1.64,Alabama,Montgomery
324,Alabama-Montgomery,2020-04-04,1.24,Alabama,Montgomery
325,Alabama-Montgomery,2020-04-05,1.0,Alabama,Montgomery
326,Alabama-Montgomery,2020-04-06,0.8300000000000001,Alabama,Montgomery
327,Alabama-Montgomery,2020-04-07,0.85,Alabama,Montgomery
328,Alabama-Montgomery,2020-04-08,0.86,Alabama,Montgomery
329,Alabama-Montgomery,2020-04-09,1.12,Alabama,Montgomery
330,Alabama-Montgomery,2020-04-10,1.32,Alabama,Montgomery
331,Alabama-Montgomery,2020-04-11,1.56,Alabama,Montgomery
332,Alabama-Montgomery,2020-04-12,1.63,Alabama,Montgomery
333,Alabama-Montgomery,2020-04-13,1.74,Alabama,Montgomery
334,Alabama-Montgomery,2020-04-14,1.69,Alabama,Montgomery
335,Alabama-Montgomery,2020-04-15,1.55,Alabama,Montgomery
336,Alabama-Montgomery,2020-04-16,1.45,Alabama,Montgomery
337,Alabama-Montgomery,2020-04-17,1.28,Alabama,Montgomery
338,Alabama-Montgomery,2020-04-18,1.18,Alabama,Montgomery
339,Alabama-Montgomery,2020-04-19,1.13,Alabama,Montgomery
340,Alabama-Montgomery,2020-04-20,1.09,Alabama,Montgomery
341,Alabama-Montgomery,2020-04-21,1.12,Alabama,Montgomery
342,Alabama-Montgomery,2020-04-22,1.08,Alabama,Montgomery
343,Alabama-Montgomery,2020-04-23,1.08,Alabama,Montgomery
344,Alabama-Montgomery,2020-04-24,1.04,Alabama,Montgomery
345,Alabama-Montgomery,2020-04-25,1.04,Alabama,Montgomery
346,Alabama-Montgomery,2020-04-26,1.04,Alabama,Montgomery
347,Alabama-Montgomery,2020-04-27,1.07,Alabama,Montgomery
348,Alabama-Montgomery,2020-04-28,1.12,Alabama,Montgomery
349,Alabama-Montgomery,2020-04-29,1.17,Alabama,Montgomery
350,Alabama-Montgomery,2020-04-30,1.19,Alabama,Montgomery
351,Alabama-Shelby,2020-03-22,0.0,Alabama,Shelby
352,Alabama-Shelby,2020-03-23,2.28,Alabama,Shelby
353,Alabama-Shelby,2020-03-24,2.69,Alabama,Shelby
354,Alabama-Shelby,2020-03-25,2.34,Alabama,Shelby
355,Alabama-Shelby,2020-03-26,2.15,Alabama,Shelby
356,Alabama-Shelby,2020-03-27,1.7,Alabama,Shelby
357,Alabama-Shelby,2020-03-28,1.43,Alabama,Shelby
358,Alabama-Shelby,2020-03-29,1.12,Alabama,Shelby
359,Alabama-Shelby,2020-03-30,1.11,Alabama,Shelby
360,Alabama-Shelby,2020-03-31,1.0,Alabama,Shelby
361,Alabama-Shelby,2020-04-01,1.19,Alabama,Shelby
362,Alabama-Shelby,2020-04-02,1.26,Alabama,Shelby
363,Alabama-Shelby,2020-04-03,1.39,Alabama,Shelby
364,Alabama-Shelby,2020-04-04,1.42,Alabama,Shelby
365,Alabama-Shelby,2020-04-05,1.38,Alabama,Shelby
366,Alabama-Shelby,2020-04-06,1.29,Alabama,Shelby
367,Alabama-Shelby,2020-04-07,1.26,Alabama,Shelby
368,Alabama-Shelby,2020-04-08,1.19,Alabama,Shelby
369,Alabama-Shelby,2020-04-09,1.23,Alabama,Shelby
370,Alabama-Shelby,2020-04-10,1.26,Alabama,Shelby
371,Alabama-Shelby,2020-04-11,1.28,Alabama,Shelby
372,Alabama-Shelby,2020-04-12,1.3,Alabama,Shelby
373,Alabama-Shelby,2020-04-13,1.21,Alabama,Shelby
374,Alabama-Shelby,2020-04-14,1.12,Alabama,Shelby
375,Alabama-Shelby,2020-04-15,1.08,Alabama,Shelby
376,Alabama-Shelby,2020-04-16,1.05,Alabama,Shelby
377,Alabama-Shelby,2020-04-17,1.01,Alabama,Shelby
378,Alabama-Shelby,2020-04-18,1.04,Alabama,Shelby
379,Alabama-Shelby,2020-04-19,1.01,Alabama,Shelby
380,Alabama-Shelby,2020-04-20,1.01,Alabama,Shelby
381,Alabama-Shelby,2020-04-21,0.98,Alabama,Shelby
382,Alabama-Shelby,2020-04-22,0.98,Alabama,Shelby
383,Alabama-Shelby,2020-04-23,1.01,Alabama,Shelby
384,Alabama-Shelby,2020-04-24,1.04,Alabama,Shelby
385,Alabama-Shelby,2020-04-25,1.04,Alabama,Shelby
386,Alabama-Shelby,2020-04-26,1.04,Alabama,Shelby
387,Alabama-Shelby,2020-04-27,1.01,Alabama,Shelby
388,Alabama-Shelby,2020-04-28,0.95,Alabama,Shelby
389,Alabama-Shelby,2020-04-29,0.92,Alabama,Shelby
390,Alabama-Shelby,2020-04-30,0.87,Alabama,Shelby
391,Alabama-Tallapoosa,2020-04-08,0.0,Alabama,Tallapoosa
392,Alabama-Tallapoosa,2020-04-09,4.92,Alabama,Tallapoosa
393,Alabama-Tallapoosa,2020-04-10,3.66,Alabama,Tallapoosa
394,Alabama-Tallapoosa,2020-04-11,3.23,Alabama,Tallapoosa
395,Alabama-Tallapoosa,2020-04-12,2.63,Alabama,Tallapoosa
396,Alabama-Tallapoosa,2020-04-13,2.32,Alabama,Tallapoosa
397,Alabama-Tallapoosa,2020-04-14,2.03,Alabama,Tallapoosa
398,Alabama-Tallapoosa,2020-04-15,1.85,Alabama,Tallapoosa
399,Alabama-Tallapoosa,2020-04-16,1.66,Alabama,Tallapoosa
400,Alabama-Tallapoosa,2020-04-17,1.52,Alabama,Tallapoosa
401,Alabama-Tallapoosa,2020-04-18,1.46,Alabama,Tallapoosa
402,Alabama-Tallapoosa,2020-04-19,1.46,Alabama,Tallapoosa
403,Alabama-Tallapoosa,2020-04-20,1.42,Alabama,Tallapoosa
404,Alabama-Tallapoosa,2020-04-21,1.38,Alabama,Tallapoosa
405,Alabama-Tallapoosa,2020-04-22,1.32,Alabama,Tallapoosa
406,Alabama-Tallapoosa,2020-04-23,1.22,Alabama,Tallapoosa
407,Alabama-Tallapoosa,2020-04-24,1.14,Alabama,Tallapoosa
408,Alabama-Tallapoosa,2020-04-25,1.04,Alabama,Tallapoosa
409,Alabama-Tallapoosa,2020-04-26,0.97,Alabama,Tallapoosa
410,Alabama-Tallapoosa,2020-04-27,0.98,Alabama,Tallapoosa
411,Alabama-Tallapoosa,2020-04-28,0.94,Alabama,Tallapoosa
412,Alabama-Tallapoosa,2020-04-29,0.95,Alabama,Tallapoosa
413,Alabama-Tallapoosa,2020-04-30,0.91,Alabama,Tallapoosa
414,Alabama-Tuscaloosa,2020-04-03,0.0,Alabama,Tuscaloosa
415,Alabama-Tuscaloosa,2020-04-04,3.36,Alabama,Tuscaloosa
