,state-county,Date,ML,state,county
9829,Massachusetts-Bristol,2020-03-23,4.92,Massachusetts,Bristol
9830,Massachusetts-Bristol,2020-03-24,3.84,Massachusetts,Bristol
9831,Massachusetts-Bristol,2020-03-25,3.7,Massachusetts,Bristol
9832,Massachusetts-Bristol,2020-03-26,3.28,Massachusetts,Bristol
9833,Massachusetts-Bristol,2020-03-27,2.97,Massachusetts,Bristol
9834,Massachusetts-Bristol,2020-03-28,2.68,Massachusetts,Bristol
9835,Massachusetts-Bristol,2020-03-29,2.41,Massachusetts,Bristol
9836,Massachusetts-Bristol,2020-03-30,2.25,Massachusetts,Bristol
9837,Massachusetts-Bristol,2020-03-31,2.17,Massachusetts,Bristol
9838,Massachusetts-Bristol,2020-04-01,2.12,Massachusetts,Bristol
9839,Massachusetts-Bristol,2020-04-02,2.04,Massachusetts,Bristol
9840,Massachusetts-Bristol,2020-04-03,1.94,Massachusetts,Bristol
9841,Massachusetts-Bristol,2020-04-04,1.81,Massachusetts,Bristol
9842,Massachusetts-Bristol,2020-04-05,1.69,Massachusetts,Bristol
9843,Massachusetts-Bristol,2020-04-06,1.64,Massachusetts,Bristol
9844,Massachusetts-Bristol,2020-04-07,1.62,Massachusetts,Bristol
9845,Massachusetts-Bristol,2020-04-08,1.64,Massachusetts,Bristol
9846,Massachusetts-Bristol,2020-04-09,1.68,Massachusetts,Bristol
9847,Massachusetts-Bristol,2020-04-10,1.66,Massachusetts,Bristol
9848,Massachusetts-Bristol,2020-04-11,1.57,Massachusetts,Bristol
9849,Massachusetts-Bristol,2020-04-12,1.46,Massachusetts,Bristol
9850,Massachusetts-Bristol,2020-04-13,1.35,Massachusetts,Bristol
9851,Massachusetts-Bristol,2020-04-14,1.27,Massachusetts,Bristol
9852,Massachusetts-Bristol,2020-04-15,1.2,Massachusetts,Bristol
9853,Massachusetts-Bristol,2020-04-16,1.15,Massachusetts,Bristol
9854,Massachusetts-Bristol,2020-04-17,1.08,Massachusetts,Bristol
9855,Massachusetts-Bristol,2020-04-18,1.06,Massachusetts,Bristol
9856,Massachusetts-Bristol,2020-04-19,1.04,Massachusetts,Bristol
9857,Massachusetts-Bristol,2020-04-20,1.14,Massachusetts,Bristol
9858,Massachusetts-Bristol,2020-04-21,1.46,Massachusetts,Bristol
9859,Massachusetts-Bristol,2020-04-22,1.7,Massachusetts,Bristol
9860,Massachusetts-Bristol,2020-04-23,1.83,Massachusetts,Bristol
9861,Massachusetts-Bristol,2020-04-24,1.8,Massachusetts,Bristol
9862,Massachusetts-Bristol,2020-04-25,1.64,Massachusetts,Bristol
9863,Massachusetts-Bristol,2020-04-26,1.47,Massachusetts,Bristol
9864,Massachusetts-Bristol,2020-04-27,1.32,Massachusetts,Bristol
9865,Massachusetts-Bristol,2020-04-28,1.21,Massachusetts,Bristol
9866,Massachusetts-Bristol,2020-04-29,1.21,Massachusetts,Bristol
9867,Massachusetts-Bristol,2020-04-30,1.21,Massachusetts,Bristol
9868,Massachusetts-Essex,2020-03-18,0.0,Massachusetts,Essex
9869,Massachusetts-Essex,2020-03-19,3.36,Massachusetts,Essex
9870,Massachusetts-Essex,2020-03-20,3.44,Massachusetts,Essex
9871,Massachusetts-Essex,2020-03-21,3.4,Massachusetts,Essex
9872,Massachusetts-Essex,2020-03-22,3.5700000000000003,Massachusetts,Essex
9873,Massachusetts-Essex,2020-03-23,3.5500000000000003,Massachusetts,Essex
9874,Massachusetts-Essex,2020-03-24,3.54,Massachusetts,Essex
9875,Massachusetts-Essex,2020-03-25,3.47,Massachusetts,Essex
9876,Massachusetts-Essex,2020-03-26,3.22,Massachusetts,Essex
9877,Massachusetts-Essex,2020-03-27,2.89,Massachusetts,Essex
9878,Massachusetts-Essex,2020-03-28,2.62,Massachusetts,Essex
9879,Massachusetts-Essex,2020-03-29,2.35,Massachusetts,Essex
9880,Massachusetts-Essex,2020-03-30,2.18,Massachusetts,Essex
9881,Massachusetts-Essex,2020-03-31,2.08,Massachusetts,Essex
9882,Massachusetts-Essex,2020-04-01,2.02,Massachusetts,Essex
9883,Massachusetts-Essex,2020-04-02,1.95,Massachusetts,Essex
9884,Massachusetts-Essex,2020-04-03,1.86,Massachusetts,Essex
9885,Massachusetts-Essex,2020-04-04,1.76,Massachusetts,Essex
9886,Massachusetts-Essex,2020-04-05,1.71,Massachusetts,Essex
9887,Massachusetts-Essex,2020-04-06,1.69,Massachusetts,Essex
9888,Massachusetts-Essex,2020-04-07,1.72,Massachusetts,Essex
9889,Massachusetts-Essex,2020-04-08,1.73,Massachusetts,Essex
9890,Massachusetts-Essex,2020-04-09,1.73,Massachusetts,Essex
9891,Massachusetts-Essex,2020-04-10,1.68,Massachusetts,Essex
9892,Massachusetts-Essex,2020-04-11,1.57,Massachusetts,Essex
9893,Massachusetts-Essex,2020-04-12,1.48,Massachusetts,Essex
9894,Massachusetts-Essex,2020-04-13,1.43,Massachusetts,Essex
9895,Massachusetts-Essex,2020-04-14,1.4,Massachusetts,Essex
9896,Massachusetts-Essex,2020-04-15,1.42,Massachusetts,Essex
9897,Massachusetts-Essex,2020-04-16,1.41,Massachusetts,Essex
9898,Massachusetts-Essex,2020-04-17,1.32,Massachusetts,Essex
9899,Massachusetts-Essex,2020-04-18,1.24,Massachusetts,Essex
9900,Massachusetts-Essex,2020-04-19,1.15,Massachusetts,Essex
9901,Massachusetts-Essex,2020-04-20,1.13,Massachusetts,Essex
9902,Massachusetts-Essex,2020-04-21,1.22,Massachusetts,Essex
9903,Massachusetts-Essex,2020-04-22,1.33,Massachusetts,Essex
9904,Massachusetts-Essex,2020-04-23,1.41,Massachusetts,Essex
9905,Massachusetts-Essex,2020-04-24,1.41,Massachusetts,Essex
9906,Massachusetts-Essex,2020-04-25,1.28,Massachusetts,Essex
9907,Massachusetts-Essex,2020-04-26,1.18,Massachusetts,Essex
9908,Massachusetts-Essex,2020-04-27,1.08,Massachusetts,Essex
9909,Massachusetts-Essex,2020-04-28,1.02,Massachusetts,Essex
9910,Massachusetts-Essex,2020-04-29,1.03,Massachusetts,Essex
9911,Massachusetts-Essex,2020-04-30,1.05,Massachusetts,Essex
9912,Massachusetts-Franklin,2020-03-26,0.0,Massachusetts,Franklin
9913,Massachusetts-Franklin,2020-03-27,3.36,Massachusetts,Franklin
9914,Massachusetts-Franklin,2020-03-28,2.56,Massachusetts,Franklin
9915,Massachusetts-Franklin,2020-03-29,1.98,Massachusetts,Franklin
9916,Massachusetts-Franklin,2020-03-30,1.93,Massachusetts,Franklin
9917,Massachusetts-Franklin,2020-03-31,1.89,Massachusetts,Franklin
9918,Massachusetts-Franklin,2020-04-01,1.57,Massachusetts,Franklin
9919,Massachusetts-Franklin,2020-04-02,1.48,Massachusetts,Franklin
9920,Massachusetts-Franklin,2020-04-03,1.31,Massachusetts,Franklin
9921,Massachusetts-Franklin,2020-04-04,1.19,Massachusetts,Franklin
9922,Massachusetts-Franklin,2020-04-05,1.08,Massachusetts,Franklin
9923,Massachusetts-Franklin,2020-04-06,1.08,Massachusetts,Franklin
9924,Massachusetts-Franklin,2020-04-07,1.15,Massachusetts,Franklin
9925,Massachusetts-Franklin,2020-04-08,1.07,Massachusetts,Franklin
9926,Massachusetts-Franklin,2020-04-09,1.06,Massachusetts,Franklin
9927,Massachusetts-Franklin,2020-04-10,1.06,Massachusetts,Franklin
9928,Massachusetts-Franklin,2020-04-11,0.99,Massachusetts,Franklin
9929,Massachusetts-Franklin,2020-04-12,1.05,Massachusetts,Franklin
9930,Massachusetts-Franklin,2020-04-13,1.05,Massachusetts,Franklin
9931,Massachusetts-Franklin,2020-04-14,1.05,Massachusetts,Franklin
9932,Massachusetts-Franklin,2020-04-15,1.05,Massachusetts,Franklin
9933,Massachusetts-Franklin,2020-04-16,1.04,Massachusetts,Franklin
9934,Massachusetts-Franklin,2020-04-17,0.99,Massachusetts,Franklin
9935,Massachusetts-Franklin,2020-04-18,0.99,Massachusetts,Franklin
9936,Massachusetts-Franklin,2020-04-19,0.95,Massachusetts,Franklin
9937,Massachusetts-Franklin,2020-04-20,0.99,Massachusetts,Franklin
9938,Massachusetts-Franklin,2020-04-21,1.04,Massachusetts,Franklin
9939,Massachusetts-Franklin,2020-04-22,1.08,Massachusetts,Franklin
9940,Massachusetts-Franklin,2020-04-23,1.12,Massachusetts,Franklin
9941,Massachusetts-Franklin,2020-04-24,1.11,Massachusetts,Franklin
9942,Massachusetts-Franklin,2020-04-25,1.07,Massachusetts,Franklin
9943,Massachusetts-Franklin,2020-04-26,1.06,Massachusetts,Franklin
9944,Massachusetts-Franklin,2020-04-27,1.06,Massachusetts,Franklin
9945,Massachusetts-Franklin,2020-04-28,1.06,Massachusetts,Franklin
9946,Massachusetts-Franklin,2020-04-29,1.09,Massachusetts,Franklin
9947,Massachusetts-Franklin,2020-04-30,1.09,Massachusetts,Franklin
9948,Massachusetts-Hampden,2020-03-22,0.0,Massachusetts,Hampden
9949,Massachusetts-Hampden,2020-03-23,3.36,Massachusetts,Hampden
9950,Massachusetts-Hampden,2020-03-24,3.84,Massachusetts,Hampden
9951,Massachusetts-Hampden,2020-03-25,4.9,Massachusetts,Hampden
9952,Massachusetts-Hampden,2020-03-26,4.0,Massachusetts,Hampden
9953,Massachusetts-Hampden,2020-03-27,3.6,Massachusetts,Hampden
9954,Massachusetts-Hampden,2020-03-28,3.3000000000000003,Massachusetts,Hampden
9955,Massachusetts-Hampden,2020-03-29,3.09,Massachusetts,Hampden
9956,Massachusetts-Hampden,2020-03-30,2.83,Massachusetts,Hampden
9957,Massachusetts-Hampden,2020-03-31,2.66,Massachusetts,Hampden
9958,Massachusetts-Hampden,2020-04-01,2.41,Massachusetts,Hampden
9959,Massachusetts-Hampden,2020-04-02,2.18,Massachusetts,Hampden
9960,Massachusetts-Hampden,2020-04-03,1.97,Massachusetts,Hampden
9961,Massachusetts-Hampden,2020-04-04,1.8,Massachusetts,Hampden
9962,Massachusetts-Hampden,2020-04-05,1.7,Massachusetts,Hampden
9963,Massachusetts-Hampden,2020-04-06,1.72,Massachusetts,Hampden
9964,Massachusetts-Hampden,2020-04-07,1.72,Massachusetts,Hampden
9965,Massachusetts-Hampden,2020-04-08,1.74,Massachusetts,Hampden
9966,Massachusetts-Hampden,2020-04-09,1.72,Massachusetts,Hampden
9967,Massachusetts-Hampden,2020-04-10,1.61,Massachusetts,Hampden
9968,Massachusetts-Hampden,2020-04-11,1.49,Massachusetts,Hampden
9969,Massachusetts-Hampden,2020-04-12,1.39,Massachusetts,Hampden
9970,Massachusetts-Hampden,2020-04-13,1.28,Massachusetts,Hampden
9971,Massachusetts-Hampden,2020-04-14,1.26,Massachusetts,Hampden
9972,Massachusetts-Hampden,2020-04-15,1.26,Massachusetts,Hampden
9973,Massachusetts-Hampden,2020-04-16,1.27,Massachusetts,Hampden
9974,Massachusetts-Hampden,2020-04-17,1.24,Massachusetts,Hampden
9975,Massachusetts-Hampden,2020-04-18,1.22,Massachusetts,Hampden
9976,Massachusetts-Hampden,2020-04-19,1.2,Massachusetts,Hampden
9977,Massachusetts-Hampden,2020-04-20,1.22,Massachusetts,Hampden
9978,Massachusetts-Hampden,2020-04-21,1.28,Massachusetts,Hampden
9979,Massachusetts-Hampden,2020-04-22,1.35,Massachusetts,Hampden
9980,Massachusetts-Hampden,2020-04-23,1.37,Massachusetts,Hampden
9981,Massachusetts-Hampden,2020-04-24,1.34,Massachusetts,Hampden
9982,Massachusetts-Hampden,2020-04-25,1.25,Massachusetts,Hampden
9983,Massachusetts-Hampden,2020-04-26,1.19,Massachusetts,Hampden
9984,Massachusetts-Hampden,2020-04-27,1.13,Massachusetts,Hampden
9985,Massachusetts-Hampden,2020-04-28,1.09,Massachusetts,Hampden
9986,Massachusetts-Hampden,2020-04-29,1.08,Massachusetts,Hampden
9987,Massachusetts-Hampden,2020-04-30,1.08,Massachusetts,Hampden
9988,Massachusetts-Hampshire,2020-03-26,0.0,Massachusetts,Hampshire
9989,Massachusetts-Hampshire,2020-03-27,2.28,Massachusetts,Hampshire
9990,Massachusetts-Hampshire,2020-03-28,2.69,Massachusetts,Hampshire
9991,Massachusetts-Hampshire,2020-03-29,2.64,Massachusetts,Hampshire
9992,Massachusetts-Hampshire,2020-03-30,2.51,Massachusetts,Hampshire
9993,Massachusetts-Hampshire,2020-03-31,2.39,Massachusetts,Hampshire
9994,Massachusetts-Hampshire,2020-04-01,2.17,Massachusetts,Hampshire
9995,Massachusetts-Hampshire,2020-04-02,1.84,Massachusetts,Hampshire
9996,Massachusetts-Hampshire,2020-04-03,1.71,Massachusetts,Hampshire
9997,Massachusetts-Hampshire,2020-04-04,1.48,Massachusetts,Hampshire
9998,Massachusetts-Hampshire,2020-04-05,1.37,Massachusetts,Hampshire
9999,Massachusetts-Hampshire,2020-04-06,1.33,Massachusetts,Hampshire
10000,Massachusetts-Hampshire,2020-04-07,1.3,Massachusetts,Hampshire
10001,Massachusetts-Hampshire,2020-04-08,1.33,Massachusetts,Hampshire
10002,Massachusetts-Hampshire,2020-04-09,1.3,Massachusetts,Hampshire
10003,Massachusetts-Hampshire,2020-04-10,1.28,Massachusetts,Hampshire
10004,Massachusetts-Hampshire,2020-04-11,1.26,Massachusetts,Hampshire
10005,Massachusetts-Hampshire,2020-04-12,1.21,Massachusetts,Hampshire
10006,Massachusetts-Hampshire,2020-04-13,1.16,Massachusetts,Hampshire
10007,Massachusetts-Hampshire,2020-04-14,1.12,Massachusetts,Hampshire
10008,Massachusetts-Hampshire,2020-04-15,1.18,Massachusetts,Hampshire
10009,Massachusetts-Hampshire,2020-04-16,1.26,Massachusetts,Hampshire
10010,Massachusetts-Hampshire,2020-04-17,1.31,Massachusetts,Hampshire
10011,Massachusetts-Hampshire,2020-04-18,1.31,Massachusetts,Hampshire
10012,Massachusetts-Hampshire,2020-04-19,1.29,Massachusetts,Hampshire
10013,Massachusetts-Hampshire,2020-04-20,1.22,Massachusetts,Hampshire
10014,Massachusetts-Hampshire,2020-04-21,1.24,Massachusetts,Hampshire
10015,Massachusetts-Hampshire,2020-04-22,1.2,Massachusetts,Hampshire
10016,Massachusetts-Hampshire,2020-04-23,1.26,Massachusetts,Hampshire
10017,Massachusetts-Hampshire,2020-04-24,1.27,Massachusetts,Hampshire
10018,Massachusetts-Hampshire,2020-04-25,1.31,Massachusetts,Hampshire
10019,Massachusetts-Hampshire,2020-04-26,1.35,Massachusetts,Hampshire
10020,Massachusetts-Hampshire,2020-04-27,1.36,Massachusetts,Hampshire
10021,Massachusetts-Hampshire,2020-04-28,1.37,Massachusetts,Hampshire
10022,Massachusetts-Hampshire,2020-04-29,1.35,Massachusetts,Hampshire
10023,Massachusetts-Hampshire,2020-04-30,1.31,Massachusetts,Hampshire
10024,Massachusetts-Middlesex,2020-03-09,0.0,Massachusetts,Middlesex
10025,Massachusetts-Middlesex,2020-03-10,2.76,Massachusetts,Middlesex
10026,Massachusetts-Middlesex,2020-03-11,2.56,Massachusetts,Middlesex
10027,Massachusetts-Middlesex,2020-03-12,1.74,Massachusetts,Middlesex
10028,Massachusetts-Middlesex,2020-03-13,1.54,Massachusetts,Middlesex
10029,Massachusetts-Middlesex,2020-03-14,1.29,Massachusetts,Middlesex
10030,Massachusetts-Middlesex,2020-03-15,1.12,Massachusetts,Middlesex
10031,Massachusetts-Middlesex,2020-03-16,1.21,Massachusetts,Middlesex
10032,Massachusetts-Middlesex,2020-03-17,1.37,Massachusetts,Middlesex
10033,Massachusetts-Middlesex,2020-03-18,1.64,Massachusetts,Middlesex
10034,Massachusetts-Middlesex,2020-03-19,1.81,Massachusetts,Middlesex
10035,Massachusetts-Middlesex,2020-03-20,1.84,Massachusetts,Middlesex
10036,Massachusetts-Middlesex,2020-03-21,2.03,Massachusetts,Middlesex
10037,Massachusetts-Middlesex,2020-03-22,2.29,Massachusetts,Middlesex
10038,Massachusetts-Middlesex,2020-03-23,2.48,Massachusetts,Middlesex
10039,Massachusetts-Middlesex,2020-03-24,2.65,Massachusetts,Middlesex
10040,Massachusetts-Middlesex,2020-03-25,2.66,Massachusetts,Middlesex
10041,Massachusetts-Middlesex,2020-03-26,2.56,Massachusetts,Middlesex
10042,Massachusetts-Middlesex,2020-03-27,2.41,Massachusetts,Middlesex
10043,Massachusetts-Middlesex,2020-03-28,2.26,Massachusetts,Middlesex
10044,Massachusetts-Middlesex,2020-03-29,2.15,Massachusetts,Middlesex
10045,Massachusetts-Middlesex,2020-03-30,2.11,Massachusetts,Middlesex
10046,Massachusetts-Middlesex,2020-03-31,2.09,Massachusetts,Middlesex
10047,Massachusetts-Middlesex,2020-04-01,2.06,Massachusetts,Middlesex
10048,Massachusetts-Middlesex,2020-04-02,1.96,Massachusetts,Middlesex
10049,Massachusetts-Middlesex,2020-04-03,1.85,Massachusetts,Middlesex
10050,Massachusetts-Middlesex,2020-04-04,1.72,Massachusetts,Middlesex
10051,Massachusetts-Middlesex,2020-04-05,1.62,Massachusetts,Middlesex
10052,Massachusetts-Middlesex,2020-04-06,1.6,Massachusetts,Middlesex
10053,Massachusetts-Middlesex,2020-04-07,1.61,Massachusetts,Middlesex
10054,Massachusetts-Middlesex,2020-04-08,1.64,Massachusetts,Middlesex
10055,Massachusetts-Middlesex,2020-04-09,1.73,Massachusetts,Middlesex
10056,Massachusetts-Middlesex,2020-04-10,1.7,Massachusetts,Middlesex
10057,Massachusetts-Middlesex,2020-04-11,1.63,Massachusetts,Middlesex
10058,Massachusetts-Middlesex,2020-04-12,1.51,Massachusetts,Middlesex
10059,Massachusetts-Middlesex,2020-04-13,1.39,Massachusetts,Middlesex
10060,Massachusetts-Middlesex,2020-04-14,1.32,Massachusetts,Middlesex
10061,Massachusetts-Middlesex,2020-04-15,1.29,Massachusetts,Middlesex
10062,Massachusetts-Middlesex,2020-04-16,1.27,Massachusetts,Middlesex
10063,Massachusetts-Middlesex,2020-04-17,1.22,Massachusetts,Middlesex
10064,Massachusetts-Middlesex,2020-04-18,1.21,Massachusetts,Middlesex
10065,Massachusetts-Middlesex,2020-04-19,1.16,Massachusetts,Middlesex
10066,Massachusetts-Middlesex,2020-04-20,1.16,Massachusetts,Middlesex
10067,Massachusetts-Middlesex,2020-04-21,1.26,Massachusetts,Middlesex
10068,Massachusetts-Middlesex,2020-04-22,1.35,Massachusetts,Middlesex
10069,Massachusetts-Middlesex,2020-04-23,1.37,Massachusetts,Middlesex
10070,Massachusetts-Middlesex,2020-04-24,1.31,Massachusetts,Middlesex
10071,Massachusetts-Middlesex,2020-04-25,1.14,Massachusetts,Middlesex
10072,Massachusetts-Middlesex,2020-04-26,1.0,Massachusetts,Middlesex
10073,Massachusetts-Middlesex,2020-04-27,0.89,Massachusetts,Middlesex
10074,Massachusetts-Middlesex,2020-04-28,0.81,Massachusetts,Middlesex
10075,Massachusetts-Middlesex,2020-04-29,0.81,Massachusetts,Middlesex
10076,Massachusetts-Middlesex,2020-04-30,0.84,Massachusetts,Middlesex
10077,Massachusetts-Norfolk,2020-03-17,0.0,Massachusetts,Norfolk
10078,Massachusetts-Norfolk,2020-03-18,2.28,Massachusetts,Norfolk
10079,Massachusetts-Norfolk,2020-03-19,2.17,Massachusetts,Norfolk
10080,Massachusetts-Norfolk,2020-03-20,1.74,Massachusetts,Norfolk
10081,Massachusetts-Norfolk,2020-03-21,2.28,Massachusetts,Norfolk
10082,Massachusetts-Norfolk,2020-03-22,3.21,Massachusetts,Norfolk
10083,Massachusetts-Norfolk,2020-03-23,3.71,Massachusetts,Norfolk
10084,Massachusetts-Norfolk,2020-03-24,3.87,Massachusetts,Norfolk
10085,Massachusetts-Norfolk,2020-03-25,3.62,Massachusetts,Norfolk
10086,Massachusetts-Norfolk,2020-03-26,3.18,Massachusetts,Norfolk
10087,Massachusetts-Norfolk,2020-03-27,2.75,Massachusetts,Norfolk
10088,Massachusetts-Norfolk,2020-03-28,2.42,Massachusetts,Norfolk
10089,Massachusetts-Norfolk,2020-03-29,2.15,Massachusetts,Norfolk
10090,Massachusetts-Norfolk,2020-03-30,2.02,Massachusetts,Norfolk
10091,Massachusetts-Norfolk,2020-03-31,1.91,Massachusetts,Norfolk
10092,Massachusetts-Norfolk,2020-04-01,1.87,Massachusetts,Norfolk
10093,Massachusetts-Norfolk,2020-04-02,1.8,Massachusetts,Norfolk
10094,Massachusetts-Norfolk,2020-04-03,1.73,Massachusetts,Norfolk
10095,Massachusetts-Norfolk,2020-04-04,1.69,Massachusetts,Norfolk
10096,Massachusetts-Norfolk,2020-04-05,1.68,Massachusetts,Norfolk
10097,Massachusetts-Norfolk,2020-04-06,1.71,Massachusetts,Norfolk
10098,Massachusetts-Norfolk,2020-04-07,1.74,Massachusetts,Norfolk
10099,Massachusetts-Norfolk,2020-04-08,1.73,Massachusetts,Norfolk
10100,Massachusetts-Norfolk,2020-04-09,1.72,Massachusetts,Norfolk
10101,Massachusetts-Norfolk,2020-04-10,1.66,Massachusetts,Norfolk
10102,Massachusetts-Norfolk,2020-04-11,1.55,Massachusetts,Norfolk
10103,Massachusetts-Norfolk,2020-04-12,1.45,Massachusetts,Norfolk
10104,Massachusetts-Norfolk,2020-04-13,1.37,Massachusetts,Norfolk
10105,Massachusetts-Norfolk,2020-04-14,1.3,Massachusetts,Norfolk
10106,Massachusetts-Norfolk,2020-04-15,1.25,Massachusetts,Norfolk
10107,Massachusetts-Norfolk,2020-04-16,1.2,Massachusetts,Norfolk
10108,Massachusetts-Norfolk,2020-04-17,1.13,Massachusetts,Norfolk
10109,Massachusetts-Norfolk,2020-04-18,1.1,Massachusetts,Norfolk
10110,Massachusetts-Norfolk,2020-04-19,1.07,Massachusetts,Norfolk
10111,Massachusetts-Norfolk,2020-04-20,1.1,Massachusetts,Norfolk
10112,Massachusetts-Norfolk,2020-04-21,1.24,Massachusetts,Norfolk
10113,Massachusetts-Norfolk,2020-04-22,1.35,Massachusetts,Norfolk
10114,Massachusetts-Norfolk,2020-04-23,1.4,Massachusetts,Norfolk
10115,Massachusetts-Norfolk,2020-04-24,1.36,Massachusetts,Norfolk
10116,Massachusetts-Norfolk,2020-04-25,1.22,Massachusetts,Norfolk
10117,Massachusetts-Norfolk,2020-04-26,1.09,Massachusetts,Norfolk
10118,Massachusetts-Norfolk,2020-04-27,0.98,Massachusetts,Norfolk
10119,Massachusetts-Norfolk,2020-04-28,0.93,Massachusetts,Norfolk
10120,Massachusetts-Norfolk,2020-04-29,0.94,Massachusetts,Norfolk
10121,Massachusetts-Norfolk,2020-04-30,0.98,Massachusetts,Norfolk
10122,Massachusetts-Plymouth,2020-03-21,0.0,Massachusetts,Plymouth
10123,Massachusetts-Plymouth,2020-03-22,4.92,Massachusetts,Plymouth
10124,Massachusetts-Plymouth,2020-03-23,4.2,Massachusetts,Plymouth
10125,Massachusetts-Plymouth,2020-03-24,3.77,Massachusetts,Plymouth
10126,Massachusetts-Plymouth,2020-03-25,3.61,Massachusetts,Plymouth
10127,Massachusetts-Plymouth,2020-03-26,3.26,Massachusetts,Plymouth
10128,Massachusetts-Plymouth,2020-03-27,2.94,Massachusetts,Plymouth
10129,Massachusetts-Plymouth,2020-03-28,2.63,Massachusetts,Plymouth
10130,Massachusetts-Plymouth,2020-03-29,2.45,Massachusetts,Plymouth
10131,Massachusetts-Plymouth,2020-03-30,2.24,Massachusetts,Plymouth
10132,Massachusetts-Plymouth,2020-03-31,2.14,Massachusetts,Plymouth
10133,Massachusetts-Plymouth,2020-04-01,2.09,Massachusetts,Plymouth
10134,Massachusetts-Plymouth,2020-04-02,2.03,Massachusetts,Plymouth
10135,Massachusetts-Plymouth,2020-04-03,1.95,Massachusetts,Plymouth
10136,Massachusetts-Plymouth,2020-04-04,1.86,Massachusetts,Plymouth
10137,Massachusetts-Plymouth,2020-04-05,1.77,Massachusetts,Plymouth
10138,Massachusetts-Plymouth,2020-04-06,1.73,Massachusetts,Plymouth
10139,Massachusetts-Plymouth,2020-04-07,1.7,Massachusetts,Plymouth
10140,Massachusetts-Plymouth,2020-04-08,1.68,Massachusetts,Plymouth
10141,Massachusetts-Plymouth,2020-04-09,1.69,Massachusetts,Plymouth
10142,Massachusetts-Plymouth,2020-04-10,1.64,Massachusetts,Plymouth
10143,Massachusetts-Plymouth,2020-04-11,1.54,Massachusetts,Plymouth
10144,Massachusetts-Plymouth,2020-04-12,1.43,Massachusetts,Plymouth
10145,Massachusetts-Plymouth,2020-04-13,1.33,Massachusetts,Plymouth
10146,Massachusetts-Plymouth,2020-04-14,1.25,Massachusetts,Plymouth
10147,Massachusetts-Plymouth,2020-04-15,1.21,Massachusetts,Plymouth
10148,Massachusetts-Plymouth,2020-04-16,1.19,Massachusetts,Plymouth
10149,Massachusetts-Plymouth,2020-04-17,1.16,Massachusetts,Plymouth
10150,Massachusetts-Plymouth,2020-04-18,1.16,Massachusetts,Plymouth
10151,Massachusetts-Plymouth,2020-04-19,1.17,Massachusetts,Plymouth
10152,Massachusetts-Plymouth,2020-04-20,1.23,Massachusetts,Plymouth
10153,Massachusetts-Plymouth,2020-04-21,1.46,Massachusetts,Plymouth
10154,Massachusetts-Plymouth,2020-04-22,1.63,Massachusetts,Plymouth
10155,Massachusetts-Plymouth,2020-04-23,1.68,Massachusetts,Plymouth
10156,Massachusetts-Plymouth,2020-04-24,1.62,Massachusetts,Plymouth
10157,Massachusetts-Plymouth,2020-04-25,1.43,Massachusetts,Plymouth
10158,Massachusetts-Plymouth,2020-04-26,1.22,Massachusetts,Plymouth
10159,Massachusetts-Plymouth,2020-04-27,1.06,Massachusetts,Plymouth
10160,Massachusetts-Plymouth,2020-04-28,0.95,Massachusetts,Plymouth
10161,Massachusetts-Plymouth,2020-04-29,0.96,Massachusetts,Plymouth
10162,Massachusetts-Plymouth,2020-04-30,1.0,Massachusetts,Plymouth
10163,Massachusetts-Suffolk,2020-03-16,0.0,Massachusetts,Suffolk
10164,Massachusetts-Suffolk,2020-03-17,3.84,Massachusetts,Suffolk
10165,Massachusetts-Suffolk,2020-03-18,3.36,Massachusetts,Suffolk
10166,Massachusetts-Suffolk,2020-03-19,2.82,Massachusetts,Suffolk
10167,Massachusetts-Suffolk,2020-03-20,2.66,Massachusetts,Suffolk
10168,Massachusetts-Suffolk,2020-03-21,2.89,Massachusetts,Suffolk
10169,Massachusetts-Suffolk,2020-03-22,3.12,Massachusetts,Suffolk
10170,Massachusetts-Suffolk,2020-03-23,3.24,Massachusetts,Suffolk
10171,Massachusetts-Suffolk,2020-03-24,3.39,Massachusetts,Suffolk
10172,Massachusetts-Suffolk,2020-03-25,3.37,Massachusetts,Suffolk
10173,Massachusetts-Suffolk,2020-03-26,3.0700000000000003,Massachusetts,Suffolk
10174,Massachusetts-Suffolk,2020-03-27,2.8000000000000003,Massachusetts,Suffolk
10175,Massachusetts-Suffolk,2020-03-28,2.56,Massachusetts,Suffolk
10176,Massachusetts-Suffolk,2020-03-29,2.37,Massachusetts,Suffolk
10177,Massachusetts-Suffolk,2020-03-30,2.25,Massachusetts,Suffolk
10178,Massachusetts-Suffolk,2020-03-31,2.16,Massachusetts,Suffolk
10179,Massachusetts-Suffolk,2020-04-01,2.06,Massachusetts,Suffolk
10180,Massachusetts-Suffolk,2020-04-02,1.95,Massachusetts,Suffolk
10181,Massachusetts-Suffolk,2020-04-03,1.82,Massachusetts,Suffolk
10182,Massachusetts-Suffolk,2020-04-04,1.71,Massachusetts,Suffolk
10183,Massachusetts-Suffolk,2020-04-05,1.64,Massachusetts,Suffolk
10184,Massachusetts-Suffolk,2020-04-06,1.62,Massachusetts,Suffolk
10185,Massachusetts-Suffolk,2020-04-07,1.65,Massachusetts,Suffolk
10186,Massachusetts-Suffolk,2020-04-08,1.67,Massachusetts,Suffolk
10187,Massachusetts-Suffolk,2020-04-09,1.66,Massachusetts,Suffolk
